datetime,ticker,headline,sent_label,sent_score
2025-08-13 07:00:00+00:00,RR.L,Rolls-Royce reveals plan to become UK top firm - The News International,neutral,0.07042806595563889
2025-09-03 07:00:00+00:00,RIO.L,"For Mongolia, Australia is a model to copy. The relationship should be closer - The Strategist | ASPI's analysis and commentary site",neutral,0.23041851818561554
2025-10-07 07:00:00+00:00,ULVR.L,Unilever Prestige Founding CEO Launches Investment Fund - The Business of Fashion,neutral,0.06456488370895386
2025-10-09 07:00:00+00:00,AZN.L,AstraZeneca breaks ground at $4.5 billion Virginia plant as drugmakers court Trump - Reuters,neutral,0.08123575150966644
2025-11-07 08:00:00+00:00,ULVR.L,Unilever: Empowering Farmers for Sustainable Soy Supplies - Supply Chain Digital,neutral,0.23706099390983582
2025-12-01 08:00:00+00:00,ULVR.L,Unilever sells Graze to Katjes International and Candy Kittens Group - Food Ingredients First,neutral,0.03674016520380974
2025-12-10 08:00:00+00:00,BARC.L,TheWealthNet - Barclays PB promotes six to managing director - Pam Insight,neutral,0.11633099615573883
2025-12-18 08:00:00+00:00,ULVR.L,"Esi Eggleston Bracey, Unilever’s Chief Growth and Marketing Officer, Is Leaving the Company - WWD",neutral,-0.4449370205402374
2026-01-16 08:00:00+00:00,VOD.L,Should Value Investors Buy Vodafone Group (VOD) Stock? - Yahoo Finance,neutral,0.039240799844264984
2026-03-04 08:00:00+00:00,BA.L,A once-in-a-decade opportunity to buy BAE Systems shares ‘cheaply’? - The Twelfth Magpie,neutral,0.2450050264596939
2026-03-06 08:00:00+00:00,BARC.L,LSEG co-head of equity trading Worrell joins Barclays - The TRADE,neutral,-0.009238334372639656
2026-04-19 07:00:00+00:00,GSK.L,GSK Respiratory Breakthrough And Pipeline Advances Reshape Long Term Outlook - Yahoo Finance,positive,0.8363924026489258
2026-06-15 07:00:00+00:00,BA.L,NEC and BAE sign MoU to win Active Cyber Defence contracts in Japan - - Enterprise Times,positive,0.8762145638465881
2026-06-18 07:00:00+00:00,TSCO.L,"UK Stock Market News: Tesco, Whitbread, Informa - The Armchair Trader",neutral,0.01509491540491581
2026-07-09 07:00:00+00:00,GSK.L,GSK cuts losses on $700M upfront Alzheimer’s collab with Alector following 2 clinical failures - Fierce Biotech,negative,-0.8207289576530457
2026-07-27 07:00:00+00:00,HSBA.L,HSBC to establish Global AI Centre of Excellence in Singapore | HSBC news | HSBC Holdings plc - HSBC,neutral,0.15644675493240356
2026-07-31 14:44:03+00:00,HSBA.L,"Week Ahead: BP, HSBC, L&G, Glencore, Diageo, Persimmon - Interactive Investor",neutral,0.02448260225355625
2026-08-04 10:01:32+00:00,BA.L,BAE wins £135m Royal Navy torpedo support contract - UK Defence Journal,positive,0.9143728613853455
2026-08-07 14:44:13+00:00,RIO.L,China Delays Review of ENAMI-Rio Tinto Lithium Project - ChemAnalyst,negative,-0.869017481803894
